"ensembl_gene_id"	"external_gene_id"	"description"
"1990"	"ENSMUSG00000057113"	"Npm1"	"nucleophosmin 1 [Source:MGI Symbol;Acc:MGI:106184]"
"1991"	"ENSMUSG00000057223"	"Gm6578"	"predicted gene 6578 [Source:MGI Symbol;Acc:MGI:3643037]"
"1992"	"ENSMUSG00000057230"	"Aak1"	"AP2 associated kinase 1 [Source:MGI Symbol;Acc:MGI:1098687]"
"1993"	"ENSMUSG00000057278"	"Snrpg"	"small nuclear ribonucleoprotein polypeptide G [Source:MGI Symbol;Acc:MGI:1915261]"
"1994"	"ENSMUSG00000057322"	"Rpl38"	"ribosomal protein L38 [Source:MGI Symbol;Acc:MGI:1914921]"
"1995"	"ENSMUSG00000057335"	"Cep170"	"centrosomal protein 170 [Source:MGI Symbol;Acc:MGI:1918348]"
"1996"	"ENSMUSG00000057421"	"Las1l"	"LAS1-like (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1923380]"
"1997"	"ENSMUSG00000057541"	"Pus7"	"pseudouridylate synthase 7 homolog (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1925947]"
"1998"	"ENSMUSG00000057561"	"Eif1a"	"eukaryotic translation initiation factor 1A [Source:MGI Symbol;Acc:MGI:95298]"
"1999"	"ENSMUSG00000057706"	"Mex3b"	"mex3 homolog B (C. elegans) [Source:MGI Symbol;Acc:MGI:1918252]"
"2000"	"ENSMUSG00000057738"	"Sptan1"	"spectrin alpha, non-erythrocytic 1 [Source:MGI Symbol;Acc:MGI:98386]"
"2001"	"ENSMUSG00000057788"	"Ddx49"	"DEAD (Asp-Glu-Ala-Asp) box polypeptide 49 [Source:MGI Symbol;Acc:MGI:2136689]"
"2002"	"ENSMUSG00000057841"	"Rpl32"	"ribosomal protein L32 [Source:MGI Symbol;Acc:MGI:98038]"
"2003"	"ENSMUSG00000057863"	"Rpl36"	"ribosomal protein L36 [Source:MGI Symbol;Acc:MGI:1860603]"
"2004"	"ENSMUSG00000058006"	"Mdn1"	"midasin homolog (yeast) [Source:MGI Symbol;Acc:MGI:1926159]"
"2005"	"ENSMUSG00000058013"	"Sept11"	"septin 11 [Source:MGI Symbol;Acc:MGI:1277214]"
"2006"	"ENSMUSG00000058050"	"Gm9234"	"predicted pseudogene 9234 [Source:MGI Symbol;Acc:MGI:3648545]"
"2007"	"ENSMUSG00000058057"	"Mettl7a3"	"methyltransferase like 7A3 [Source:MGI Symbol;Acc:MGI:3710670]"
"2008"	"ENSMUSG00000058064"	"Gm10036"	"predicted gene 10036 [Source:MGI Symbol;Acc:MGI:3642334]"
"2009"	"ENSMUSG00000058192"	"Zfp846"	"zinc finger protein 846 [Source:MGI Symbol;Acc:MGI:1924012]"
"2010"	"ENSMUSG00000058267"	"Mrps14"	"mitochondrial ribosomal protein S14 [Source:MGI Symbol;Acc:MGI:1928141]"
"2011"	"ENSMUSG00000058290"	"Espl1"	"extra spindle poles-like 1 (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:2146156]"
"2012"	"ENSMUSG00000058301"	"Upf1"	"UPF1 regulator of nonsense transcripts homolog (yeast) [Source:MGI Symbol;Acc:MGI:107995]"
"2013"	"ENSMUSG00000058355"	"Abce1"	"ATP-binding cassette, sub-family E (OABP), member 1 [Source:MGI Symbol;Acc:MGI:1195458]"
"2014"	"ENSMUSG00000058392"	"Rrp1b"	"ribosomal RNA processing 1 homolog B (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1919712]"
"2015"	"ENSMUSG00000058443"	"Rpl10-ps3"	"ribosomal protein L10, pseudogene 3 [Source:MGI Symbol;Acc:MGI:3704336]"
"2016"	"ENSMUSG00000058454"	"Dhcr7"	"7-dehydrocholesterol reductase [Source:MGI Symbol;Acc:MGI:1298378]"
"2017"	"ENSMUSG00000058499"	"Pip"	"prolactin induced protein [Source:MGI Symbol;Acc:MGI:102696]"
"2018"	"ENSMUSG00000058503"	"Fam133b"	"family with sequence similarity 133, member B [Source:MGI Symbol;Acc:MGI:1915402]"
"2019"	"ENSMUSG00000058546"	"Rpl23a"	"ribosomal protein L23A [Source:MGI Symbol;Acc:MGI:3040672]"
"2020"	"ENSMUSG00000058558"	"Rpl5"	"ribosomal protein L5 [Source:MGI Symbol;Acc:MGI:102854]"
"2021"	"ENSMUSG00000058569"	"Tmed9"	"transmembrane emp24 protein transport domain containing 9 [Source:MGI Symbol;Acc:MGI:1914761]"
"2022"	"ENSMUSG00000058600"	"Rpl30"	"ribosomal protein L30 [Source:MGI Symbol;Acc:MGI:98037]"
"2023"	"ENSMUSG00000058655"	"Eif4b"	"eukaryotic translation initiation factor 4B [Source:MGI Symbol;Acc:MGI:95304]"
"2024"	"ENSMUSG00000058773"	"Hist1h1b"	"histone cluster 1, H1b [Source:MGI Symbol;Acc:MGI:1861461]"
"2025"	"ENSMUSG00000058799"	"Nap1l1"	"nucleosome assembly protein 1-like 1 [Source:MGI Symbol;Acc:MGI:1855693]"
"2026"	"ENSMUSG00000058838"	"Rps27a-ps2"	"ribosomal protein S27A, pseudogene 2 [Source:MGI Symbol;Acc:MGI:3643614]"
"2027"	"ENSMUSG00000059005"	"Hnrnpa3"	"heterogeneous nuclear ribonucleoprotein A3 [Source:MGI Symbol;Acc:MGI:1917171]"
"2028"	"ENSMUSG00000059040"	"Gm5506"	"predicted gene 5506 [Source:MGI Symbol;Acc:MGI:3648653]"
"2029"	"ENSMUSG00000059070"	"Rpl18"	"ribosomal protein L18 [Source:MGI Symbol;Acc:MGI:98003]"
"2030"	"ENSMUSG00000059119"	"Nap1l4"	"nucleosome assembly protein 1-like 4 [Source:MGI Symbol;Acc:MGI:1316687]"
"2031"	"ENSMUSG00000059208"	"Hnrnpm"	"heterogeneous nuclear ribonucleoprotein M [Source:MGI Symbol;Acc:MGI:1926465]"
"2032"	"ENSMUSG00000059248"	"Sept9"	"septin 9 [Source:MGI Symbol;Acc:MGI:1858222]"
"2033"	"ENSMUSG00000059273"	"Zc3h4"	"zinc finger CCCH-type containing 4 [Source:MGI Symbol;Acc:MGI:2682314]"
"2034"	"ENSMUSG00000059343"	"Aldoart1"	"aldolase 1 A, retrogene 1 [Source:MGI Symbol;Acc:MGI:2447811]"
"2035"	"ENSMUSG00000059447"	"Hadhb"	"hydroxyacyl-Coenzyme A dehydrogenase/3-ketoacyl-Coenzyme A thiolase/enoyl-Coenzyme A hydratase (trifunctional protein), beta subunit [Source:MGI Symbol;Acc:MGI:2136381]"
"2036"	"ENSMUSG00000059552"	"Trp53"	"transformation related protein 53 [Source:MGI Symbol;Acc:MGI:98834]"
"2037"	"ENSMUSG00000059708"	"Akap17b"	"A kinase (PRKA) anchor protein 17B [Source:MGI Symbol;Acc:MGI:2443758]"
"2038"	"ENSMUSG00000059743"	"Fdps"	"farnesyl diphosphate synthetase [Source:MGI Symbol;Acc:MGI:104888]"
"2039"	"ENSMUSG00000059796"	"Eif4a1"	"eukaryotic translation initiation factor 4A1 [Source:MGI Symbol;Acc:MGI:95303]"
"2040"	"ENSMUSG00000059832"	"Kprp"	"keratinocyte expressed, proline-rich [Source:MGI Symbol;Acc:MGI:1920981]"
"2041"	"ENSMUSG00000059835"	"Rpl13-ps3"	"ribosomal protein L13, pseudogene 3 [Source:MGI Symbol;Acc:MGI:3646682]"
"2042"	"ENSMUSG00000059908"	"Mug1"	"murinoglobulin 1 [Source:MGI Symbol;Acc:MGI:99837]"
"2043"	"ENSMUSG00000059923"	"Grb2"	"growth factor receptor bound protein 2 [Source:MGI Symbol;Acc:MGI:95805]"
"2044"	"ENSMUSG00000060012"	"Kif13b"	"kinesin family member 13B [Source:MGI Symbol;Acc:MGI:1098265]"
"2045"	"ENSMUSG00000060036"	"Rpl3"	"ribosomal protein L3 [Source:MGI Symbol;Acc:MGI:1351605]"
"2046"	"ENSMUSG00000060073"	"Psma3"	"proteasome (prosome, macropain) subunit, alpha type 3 [Source:MGI Symbol;Acc:MGI:104883]"
"2047"	"ENSMUSG00000060126"	"Tpt1"	"tumor protein, translationally-controlled 1 [Source:MGI Symbol;Acc:MGI:104890]"
"2048"	"ENSMUSG00000060244"	"Alyref2"	"Aly/REF export factor 2 [Source:MGI Symbol;Acc:MGI:1913144]"
"2049"	"ENSMUSG00000060261"	"Gtf2i"	"general transcription factor II I [Source:MGI Symbol;Acc:MGI:1202722]"
"2050"	"ENSMUSG00000060373"	"Hnrnpc"	"heterogeneous nuclear ribonucleoprotein C [Source:MGI Symbol;Acc:MGI:107795]"
"2051"	"ENSMUSG00000060657"	"Marf1"	"meiosis arrest female 1 [Source:MGI Symbol;Acc:MGI:2444505]"
"2052"	"ENSMUSG00000060679"	"Mrps9"	"mitochondrial ribosomal protein S9 [Source:MGI Symbol;Acc:MGI:1916777]"
"2053"	"ENSMUSG00000060680"	"Gm8894"	"predicted gene 8894 [Source:MGI Symbol;Acc:MGI:3643084]"
"2054"	"ENSMUSG00000060739"	"Nsa2"	"NSA2 ribosome biogenesis homolog (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1913883]"
"2055"	"ENSMUSG00000060803"	"Gstp1"	"glutathione S-transferase, pi 1 [Source:MGI Symbol;Acc:MGI:95865]"
"2056"	"ENSMUSG00000060860"	"Ube2s"	"ubiquitin-conjugating enzyme E2S [Source:MGI Symbol;Acc:MGI:1925141]"
"2057"	"ENSMUSG00000060935"	"AI597468"	"expressed sequence AI597468 [Source:MGI Symbol;Acc:MGI:2143652]"
"2058"	"ENSMUSG00000060938"	"Rpl26"	"ribosomal protein L26 [Source:MGI Symbol;Acc:MGI:106022]"
"2059"	"ENSMUSG00000060950"	"Trmt61a"	"tRNA methyltransferase 61A [Source:MGI Symbol;Acc:MGI:2443487]"
"2060"	"ENSMUSG00000061024"	"Rrs1"	"RRS1 ribosome biogenesis regulator homolog (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1929721]"
"2061"	"ENSMUSG00000061032"	"Rrp1"	"ribosomal RNA processing 1 homolog (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1203500]"
"2062"	"ENSMUSG00000061104"	"Gm10094"	"predicted gene 10094 [Source:MGI Symbol;Acc:MGI:3704317]"
"2063"	"ENSMUSG00000061111"	"Fam195b"	"family with sequence similarity 195, member B [Source:MGI Symbol;Acc:MGI:2384752]"
"2064"	"ENSMUSG00000061136"	"Prpf40a"	"PRP40 pre-mRNA processing factor 40 homolog A (yeast) [Source:MGI Symbol;Acc:MGI:1860512]"
"2065"	"ENSMUSG00000061286"	"Exosc5"	"exosome component 5 [Source:MGI Symbol;Acc:MGI:107889]"
"2066"	"ENSMUSG00000061315"	"Naca"	"nascent polypeptide-associated complex alpha polypeptide [Source:MGI Symbol;Acc:MGI:106095]"
"2067"	"ENSMUSG00000061360"	"Phf5a"	"PHD finger protein 5A [Source:MGI Symbol;Acc:MGI:2156864]"
"2068"	"ENSMUSG00000061458"	"Nol10"	"nucleolar protein 10 [Source:MGI Symbol;Acc:MGI:2684913]"
"2069"	"ENSMUSG00000061477"	"Rps7"	"ribosomal protein S7 [Source:MGI Symbol;Acc:MGI:1333818]"
"2070"	"ENSMUSG00000061479"	"Snrpa"	"small nuclear ribonucleoprotein polypeptide A [Source:MGI Symbol;Acc:MGI:1855690]"
"2071"	"ENSMUSG00000061488"	"Rpl27a-ps1"	"ribosomal protein L27A, pseudogene 1 [Source:MGI Symbol;Acc:MGI:3645354]"
"2072"	"ENSMUSG00000061613"	"U2af1"	"U2 small nuclear ribonucleoprotein auxiliary factor (U2AF) 1 [Source:MGI Symbol;Acc:MGI:98884]"
"2073"	"ENSMUSG00000061665"	"Cd2ap"	"CD2-associated protein [Source:MGI Symbol;Acc:MGI:1330281]"
"2074"	"ENSMUSG00000061755"	"Bod1l"	"biorientation of chromosomes in cell division 1-like [Source:MGI Symbol;Acc:MGI:2444804]"
"2075"	"ENSMUSG00000061848"	"Gm5805"	"predicted gene 5805 [Source:MGI Symbol;Acc:MGI:3644633]"
"2076"	"ENSMUSG00000061859"	"Inadl"	"InaD-like (Drosophila) [Source:MGI Symbol;Acc:MGI:1277960]"
"2077"	"ENSMUSG00000061904"	"Slc25a3"	"solute carrier family 25 (mitochondrial carrier, phosphate carrier), member 3 [Source:MGI Symbol;Acc:MGI:1353498]"
"2078"	"ENSMUSG00000061928"	"Dsg1b"	"desmoglein 1 beta [Source:MGI Symbol;Acc:MGI:2664357]"
"2079"	"ENSMUSG00000061979"	"Wbscr16"	"Williams-Beuren syndrome chromosome region 16 homolog (human) [Source:MGI Symbol;Acc:MGI:2137600]"
"2080"	"ENSMUSG00000061983"	"Rps12"	"ribosomal protein S12 [Source:MGI Symbol;Acc:MGI:98105]"
"2081"	"ENSMUSG00000062014"	"Gmfb"	"glia maturation factor, beta [Source:MGI Symbol;Acc:MGI:1927133]"
"2082"	"ENSMUSG00000062070"	"Pgk1"	"phosphoglycerate kinase 1 [Source:MGI Symbol;Acc:MGI:97555]"
"2083"	"ENSMUSG00000062078"	"Qk"	"quaking [Source:MGI Symbol;Acc:MGI:97837]"
"2084"	"ENSMUSG00000062083"	"Rpl13a-ps1"	"ribosomal protein 13A, pseudogene 1 [Source:MGI Symbol;Acc:MGI:3648883]"
"2085"	"ENSMUSG00000062093"	"Gm10110"	"predicted gene 10110 [Source:MGI Symbol;Acc:MGI:3641718]"
"2086"	"ENSMUSG00000062203"	"Gspt1"	"G1 to S phase transition 1 [Source:MGI Symbol;Acc:MGI:1316728]"
"2087"	"ENSMUSG00000062234"	"Gak"	"cyclin G associated kinase [Source:MGI Symbol;Acc:MGI:2442153]"
"2088"	"ENSMUSG00000062279"	"Gm10237"	"predicted gene 10237 [Source:MGI Symbol;Acc:MGI:3641816]"
"2089"	"ENSMUSG00000062309"	"Rpp25"	"ribonuclease P/MRP 25 subunit [Source:MGI Symbol;Acc:MGI:2143151]"
"2090"	"ENSMUSG00000062328"	"Rpl17"	"ribosomal protein L17 [Source:MGI Symbol;Acc:MGI:2448270]"
"2091"	"ENSMUSG00000062397"	"Zfp706"	"zinc finger protein 706 [Source:MGI Symbol;Acc:MGI:1915286]"
"2092"	"ENSMUSG00000062480"	"Acat3"	"acetyl-Coenzyme A acetyltransferase 3 [Source:MGI Symbol;Acc:MGI:109182]"
"2093"	"ENSMUSG00000062604"	"Srpk2"	"serine/arginine-rich protein specific kinase 2 [Source:MGI Symbol;Acc:MGI:1201408]"
"2094"	"ENSMUSG00000062867"	"Impdh2"	"inosine 5'-phosphate dehydrogenase 2 [Source:MGI Symbol;Acc:MGI:109367]"
"2095"	"ENSMUSG00000062933"	"Gm10123"	"predicted pseudogene 10123 [Source:MGI Symbol;Acc:MGI:3704342]"
"2096"	"ENSMUSG00000062981"	"Mrpl42"	"mitochondrial ribosomal protein L42 [Source:MGI Symbol;Acc:MGI:1333774]"
"2097"	"ENSMUSG00000062997"	"Rpl35"	"ribosomal protein L35 [Source:MGI Symbol;Acc:MGI:1913739]"
"2098"	"ENSMUSG00000063052"	"Lrrc40"	"leucine rich repeat containing 40 [Source:MGI Symbol;Acc:MGI:1914394]"
"2099"	"ENSMUSG00000063063"	"Ctnna2"	"catenin (cadherin associated protein), alpha 2 [Source:MGI Symbol;Acc:MGI:88275]"
"2100"	"ENSMUSG00000063077"	"Kif1b"	"kinesin family member 1B [Source:MGI Symbol;Acc:MGI:108426]"
"2101"	"ENSMUSG00000063129"	"Aldoart2"	"aldolase 1 A, retrogene 2 [Source:MGI Symbol;Acc:MGI:1931052]"
"2102"	"ENSMUSG00000063171"	"Rps4y2"	"ribosomal protein S4, Y-linked 2 [Source:MGI Symbol;Acc:MGI:1913434]"
"2103"	"ENSMUSG00000063172"	"Hspb11"	"heat shock protein family B (small), member 11 [Source:MGI Symbol;Acc:MGI:1920188]"
"2104"	"ENSMUSG00000063200"	"Nol7"	"nucleolar protein 7 [Source:MGI Symbol;Acc:MGI:1917328]"
"2105"	"ENSMUSG00000063229"	"Ldha"	"lactate dehydrogenase A [Source:MGI Symbol;Acc:MGI:96759]"
"2106"	"ENSMUSG00000063236"	"1110038F14Rik"	"RIKEN cDNA 1110038F14 gene [Source:MGI Symbol;Acc:MGI:2152337]"
"2107"	"ENSMUSG00000063273"	"Naa15"	"N(alpha)-acetyltransferase 15, NatA auxiliary subunit [Source:MGI Symbol;Acc:MGI:1922088]"
"2108"	"ENSMUSG00000063316"	"Rpl27"	"ribosomal protein L27 [Source:MGI Symbol;Acc:MGI:98036]"
"2109"	"ENSMUSG00000063334"	"Krr1"	"KRR1, small subunit (SSU) processome component, homolog (yeast) [Source:MGI Symbol;Acc:MGI:1289274]"
"2110"	"ENSMUSG00000063382"	"Bcl9l"	"B cell CLL/lymphoma 9-like [Source:MGI Symbol;Acc:MGI:1933114]"
"2111"	"ENSMUSG00000063457"	"Rps15"	"ribosomal protein S15 [Source:MGI Symbol;Acc:MGI:98117]"
"2112"	"ENSMUSG00000063480"	"Nhp2l1"	"NHP2 non-histone chromosome protein 2-like 1 (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:893586]"
"2113"	"ENSMUSG00000063511"	"Snrnp70"	"small nuclear ribonucleoprotein 70 (U1) [Source:MGI Symbol;Acc:MGI:98341]"
"2114"	"ENSMUSG00000063524"	"Eno1"	"enolase 1, alpha non-neuron [Source:MGI Symbol;Acc:MGI:95393]"
"2115"	"ENSMUSG00000063628"	"Gm7665"	"predicted pseudogene 7665 [Source:MGI Symbol;Acc:MGI:3645651]"
"2116"	"ENSMUSG00000063696"	"Gm8730"	"predicted pseudogene 8730 [Source:MGI Symbol;Acc:MGI:3644565]"
"2117"	"ENSMUSG00000063785"	"Utp14a"	"UTP14, U3 small nucleolar ribonucleoprotein, homolog A (yeast) [Source:MGI Symbol;Acc:MGI:1919804]"
"2118"	"ENSMUSG00000063787"	"Chchd1"	"coiled-coil-helix-coiled-coil-helix domain containing 1 [Source:MGI Symbol;Acc:MGI:1913371]"
"2119"	"ENSMUSG00000063800"	"Prpf38a"	"PRP38 pre-mRNA processing factor 38 (yeast) domain containing A [Source:MGI Symbol;Acc:MGI:1916962]"
"2120"	"ENSMUSG00000063804"	"Lin28b"	"lin-28 homolog B (C. elegans) [Source:MGI Symbol;Acc:MGI:3584032]"
"2121"	"ENSMUSG00000063870"	"Chd4"	"chromodomain helicase DNA binding protein 4 [Source:MGI Symbol;Acc:MGI:1344380]"
"2122"	"ENSMUSG00000063884"	"Ptcd3"	"pentatricopeptide repeat domain 3 [Source:MGI Symbol;Acc:MGI:1917206]"
"2123"	"ENSMUSG00000063888"	"Rpl7l1"	"ribosomal protein L7-like 1 [Source:MGI Symbol;Acc:MGI:1913479]"
"2124"	"ENSMUSG00000064030"	"Wibg"	"within bgcn homolog (Drosophila) [Source:MGI Symbol;Acc:MGI:1925678]"
"2125"	"ENSMUSG00000064061"	"Dzip3"	"DAZ interacting protein 3, zinc finger [Source:MGI Symbol;Acc:MGI:1917433]"
"2126"	"ENSMUSG00000064068"	"Mtx1"	"metaxin 1 [Source:MGI Symbol;Acc:MGI:103025]"
"2127"	"ENSMUSG00000064081"	"Gm8973"	"predicted gene 8973 [Source:MGI Symbol;Acc:MGI:3648534]"
"2128"	"ENSMUSG00000064201"	"Krt2"	"keratin 2 [Source:MGI Symbol;Acc:MGI:96699]"
"2129"	"ENSMUSG00000064341"	"mt-Nd1"	"mitochondrially encoded NADH dehydrogenase 1 [Source:MGI Symbol;Acc:MGI:101787]"
"2130"	"ENSMUSG00000064354"	"mt-Co2"	"mitochondrially encoded cytochrome c oxidase II [Source:MGI Symbol;Acc:MGI:102503]"
"2131"	"ENSMUSG00000064357"	"mt-Atp6"	"mitochondrially encoded ATP synthase 6 [Source:MGI Symbol;Acc:MGI:99927]"
"2132"	"ENSMUSG00000064367"	"mt-Nd5"	"mitochondrially encoded NADH dehydrogenase 5 [Source:MGI Symbol;Acc:MGI:102496]"
"2133"	"ENSMUSG00000065954"	"Tacc1"	"transforming, acidic coiled-coil containing protein 1 [Source:MGI Symbol;Acc:MGI:2443510]"
"2134"	"ENSMUSG00000066036"	"Ubr4"	"ubiquitin protein ligase E3 component n-recognin 4 [Source:MGI Symbol;Acc:MGI:1916366]"
"2135"	"ENSMUSG00000066037"	"Hnrnpr"	"heterogeneous nuclear ribonucleoprotein R [Source:MGI Symbol;Acc:MGI:1891692]"
"2136"	"ENSMUSG00000066107"	"Gm12666"	"predicted gene 12666 [Source:MGI Symbol;Acc:MGI:3650864]"
"2137"	"ENSMUSG00000066232"	"Ipo7"	"importin 7 [Source:MGI Symbol;Acc:MGI:2152414]"
"2138"	"ENSMUSG00000066357"	"Wdr6"	"WD repeat domain 6 [Source:MGI Symbol;Acc:MGI:1930140]"
"2139"	"ENSMUSG00000066362"	"Rps13-ps1"	"ribosomal protein S13, pseudogene 1 [Source:MGI Symbol;Acc:MGI:3647042]"
"2140"	"ENSMUSG00000066366"	"Serpina1a"	"serine (or cysteine) peptidase inhibitor, clade A, member 1A [Source:MGI Symbol;Acc:MGI:891971]"
"2141"	"ENSMUSG00000066441"	"Rdh11"	"retinol dehydrogenase 11 [Source:MGI Symbol;Acc:MGI:102581]"
"2142"	"ENSMUSG00000066457"	"Gm5068"	"predicted gene 5068 [Source:MGI Symbol;Acc:MGI:3645720]"
"2143"	"ENSMUSG00000066568"	"Lsm14a"	"LSM14 homolog A (SCD6, S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1914320]"
"2144"	"ENSMUSG00000066735"	"Vkorc1l1"	"vitamin K epoxide reductase complex, subunit 1-like 1 [Source:MGI Symbol;Acc:MGI:1916818]"
"2145"	"ENSMUSG00000067063"	"Gm6990"	"predicted pseudogene 6990 [Source:MGI Symbol;Acc:MGI:3648860]"
"2146"	"ENSMUSG00000067150"	"Xpo5"	"exportin 5 [Source:MGI Symbol;Acc:MGI:1913789]"
"2147"	"ENSMUSG00000067194"	"Eif1ax"	"eukaryotic translation initiation factor 1A, X-linked [Source:MGI Symbol;Acc:MGI:1913485]"
"2148"	"ENSMUSG00000067288"	"Rps28"	"ribosomal protein S28 [Source:MGI Symbol;Acc:MGI:1859516]"
"2149"	"ENSMUSG00000067338"	"Tuba3b"	"tubulin, alpha 3B [Source:MGI Symbol;Acc:MGI:1095408]"
"2150"	"ENSMUSG00000067367"	"Lyar"	"Ly1 antibody reactive clone [Source:MGI Symbol;Acc:MGI:107470]"
"2151"	"ENSMUSG00000067872"	"Ccdc87"	"coiled-coil domain containing 87 [Source:MGI Symbol;Acc:MGI:3026882]"
"2152"	"ENSMUSG00000067873"	"Htatsf1"	"HIV TAT specific factor 1 [Source:MGI Symbol;Acc:MGI:1919709]"
"2153"	"ENSMUSG00000067889"	"Sptbn2"	"spectrin beta, non-erythrocytic 2 [Source:MGI Symbol;Acc:MGI:1313261]"
"2154"	"ENSMUSG00000068039"	"Tcp1"	"t-complex protein 1 [Source:MGI Symbol;Acc:MGI:98535]"
"2155"	"ENSMUSG00000068113"	"Gm4907"	"predicted gene 4907 [Source:MGI Symbol;Acc:MGI:3648288]"
"2156"	"ENSMUSG00000068220"	"Lgals1"	"lectin, galactose binding, soluble 1 [Source:MGI Symbol;Acc:MGI:96777]"
"2157"	"ENSMUSG00000068290"	"Ddrgk1"	"DDRGK domain containing 1 [Source:MGI Symbol;Acc:MGI:1924256]"
"2158"	"ENSMUSG00000068417"	"Pnp2"	"purine-nucleoside phosphorylase 2 [Source:MGI Symbol;Acc:MGI:3712328]"
"2159"	"ENSMUSG00000068479"	"Mfap1a"	"microfibrillar-associated protein 1A [Source:MGI Symbol;Acc:MGI:1914782]"
"2160"	"ENSMUSG00000068686"	"Cd59b"	"CD59b antigen [Source:MGI Symbol;Acc:MGI:1888996]"
"2161"	"ENSMUSG00000068699"	"Flnc"	"filamin C, gamma [Source:MGI Symbol;Acc:MGI:95557]"
"2162"	"ENSMUSG00000068739"	"Sars"	"seryl-aminoacyl-tRNA synthetase [Source:MGI Symbol;Acc:MGI:102809]"
"2163"	"ENSMUSG00000068823"	"Csde1"	"cold shock domain containing E1, RNA binding [Source:MGI Symbol;Acc:MGI:92356]"
"2164"	"ENSMUSG00000068856"	"Sf3b4"	"splicing factor 3b, subunit 4 [Source:MGI Symbol;Acc:MGI:109580]"
"2165"	"ENSMUSG00000068876"	"Cgn"	"cingulin [Source:MGI Symbol;Acc:MGI:1927237]"
"2166"	"ENSMUSG00000068882"	"Ssb"	"Sjogren syndrome antigen B [Source:MGI Symbol;Acc:MGI:98423]"
"2167"	"ENSMUSG00000068921"	"Dap3"	"death associated protein 3 [Source:MGI Symbol;Acc:MGI:1929538]"
"2168"	"ENSMUSG00000069045"	"Ddx3y"	"DEAD (Asp-Glu-Ala-Asp) box polypeptide 3, Y-linked [Source:MGI Symbol;Acc:MGI:1349406]"
"2169"	"ENSMUSG00000069379"	"Gm4950"	"predicted pseudogene 4950 [Source:MGI Symbol;Acc:MGI:3649015]"
"2170"	"ENSMUSG00000069441"	"Dsg1a"	"desmoglein 1 alpha [Source:MGI Symbol;Acc:MGI:94930]"
"2171"	"ENSMUSG00000069515"	"Lyz1"	"lysozyme 1 [Source:MGI Symbol;Acc:MGI:96902]"
"2172"	"ENSMUSG00000069565"	"Dazap1"	"DAZ associated protein 1 [Source:MGI Symbol;Acc:MGI:1917498]"
"2173"	"ENSMUSG00000069601"	"Ank3"	"ankyrin 3, epithelial [Source:MGI Symbol;Acc:MGI:88026]"
"2174"	"ENSMUSG00000069662"	"Marcks"	"myristoylated alanine rich protein kinase C substrate [Source:MGI Symbol;Acc:MGI:96907]"
"2175"	"ENSMUSG00000069744"	"Psmb3"	"proteasome (prosome, macropain) subunit, beta type 3 [Source:MGI Symbol;Acc:MGI:1347014]"
"2176"	"ENSMUSG00000069769"	"Msi2"	"musashi RNA-binding protein 2 [Source:MGI Symbol;Acc:MGI:1923876]"
"2177"	"ENSMUSG00000069833"	"Ahnak"	"AHNAK nucleoprotein (desmoyokin) [Source:MGI Symbol;Acc:MGI:1316648]"
"2178"	"ENSMUSG00000069917"	"Hba-a2"	"hemoglobin alpha, adult chain 2 [Source:MGI Symbol;Acc:MGI:96016]"
"2179"	"ENSMUSG00000069919"	"Hba-a1"	"hemoglobin alpha, adult chain 1 [Source:MGI Symbol;Acc:MGI:96015]"
"2180"	"ENSMUSG00000069962"	"Gm5356"	"predicted pseudogene 5356 [Source:MGI Symbol;Acc:MGI:3643649]"
"2181"	"ENSMUSG00000070047"	"Fat1"	"FAT tumor suppressor homolog 1 (Drosophila) [Source:MGI Symbol;Acc:MGI:109168]"
"2182"	"ENSMUSG00000070291"	"Ddx43"	"DEAD (Asp-Glu-Ala-Asp) box polypeptide 43 [Source:MGI Symbol;Acc:MGI:3642857]"
"2183"	"ENSMUSG00000070319"	"Eif3g"	"eukaryotic translation initiation factor 3, subunit G [Source:MGI Symbol;Acc:MGI:1858258]"
"2184"	"ENSMUSG00000070394"	"Tmem256"	"transmembrane protein 256 [Source:MGI Symbol;Acc:MGI:1916436]"
"2185"	"ENSMUSG00000070436"	"Serpinh1"	"serine (or cysteine) peptidase inhibitor, clade H, member 1 [Source:MGI Symbol;Acc:MGI:88283]"
"2186"	"ENSMUSG00000070527"	"Mkrn3"	"makorin, ring finger protein, 3 [Source:MGI Symbol;Acc:MGI:2181178]"
"2187"	"ENSMUSG00000070544"	"Top1"	"topoisomerase (DNA) I [Source:MGI Symbol;Acc:MGI:98788]"
"2188"	"ENSMUSG00000070697"	"Utp3"	"UTP3, small subunit (SSU) processome component, homolog (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1919230]"
"2189"	"ENSMUSG00000070699"	"Sars2"	"seryl-aminoacyl-tRNA synthetase 2 [Source:MGI Symbol;Acc:MGI:1919234]"
